,ID,station,Year,Month,Day,Time,AMB_TEMP,CO,NO,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
242,lt2017011102,龍潭,2017,1,11,2,17,0.41,0,5,39,50,39,0,78,2,東北,東北,微風,微風
243,lt2017011103,龍潭,2017,1,11,3,16,0.42,1,6,39,57,34,0,78,2,東北,東北,緩風,緩風
244,lt2017011104,龍潭,2017,1,11,4,16,0.43,1,7,40,48,35,0,78,2,東北,東北,緩風,緩風
245,lt2017011105,龍潭,2017,1,11,5,16,0.43,1,8,38,49,32,0,79,2,東北,東北,緩風,緩風
246,lt2017011106,龍潭,2017,1,11,6,16,0.46,1,12,35,37,38,0,80,2,東北,東北,緩風,緩風
247,lt2017011107,龍潭,2017,1,11,7,17,0.55,2,18,30,47,42,0,81,2,東北,東北,緩風,緩風
248,lt2017011108,龍潭,2017,1,11,8,18,0.54,3,18,32,43,40,0,77,2,東北,東北,緩風,緩風
249,lt2017011109,龍潭,2017,1,11,9,19,0.5,4,16,35,57,30,0,72,2,東北,東北,緩風,緩風
250,lt2017011110,龍潭,2017,1,11,10,20,0.42,4,13,39,60,19,0,68,2,東北,東,緩風,緩風
251,lt2017011111,龍潭,2017,1,11,11,21,0.44,3,13,38,52,18,0,66,2,東北,東北,緩風,緩風
252,lt2017011112,龍潭,2017,1,11,12,21,0.47,4,15,40,45,15,0,64,2,東北,東北,緩風,緩風
253,lt2017011113,龍潭,2017,1,11,13,21,0.45,3,15,40,50,19,0,66,2,東北,東北,緩風,緩風
254,lt2017011114,龍潭,2017,1,11,14,21,0.44,4,16,39,67,19,0,68,2,東北,東北,緩風,緩風
255,lt2017011115,龍潭,2017,1,11,15,20,0.45,3,17,36,67,28,0,71,2,東北,東北,緩風,緩風
256,lt2017011116,龍潭,2017,1,11,16,19,0.49,3,22,29,57,22,0,75,4,東北,東北,緩風,緩風
257,lt2017011117,龍潭,2017,1,11,17,18,0.53,2,23,27,53,26,0,78,3,東北,東北,緩風,緩風
258,lt2017011118,龍潭,2017,1,11,18,18,0.55,2,22,27,45,20,0,80,3,東北,東北,緩風,緩風
259,lt2017011119,龍潭,2017,1,11,19,18,0.56,2,22,27,45,25,0,81,3,東北,東北,緩風,緩風
260,lt2017011120,龍潭,2017,1,11,20,18,0.51,2,20,27,25,25,0,82,3,東北,東北,微風,微風
261,lt2017011121,龍潭,2017,1,11,21,18,0.49,2,21,25,28,27,0,83,5,東北,東北,微風,微風
262,lt2017011122,龍潭,2017,1,11,22,18,0.45,1,20,26,25,19,0,84,5,東北,東北,微風,微風
263,lt2017011123,龍潭,2017,1,11,23,18,0.4,1,16,27,35,20,0,85,5,東北,東北,微風,微風
264,lt2017011200,龍潭,2017,1,12,0,18,0.36,1,12,30,32,15,0,87,3,東北,東,微風,微風
265,lt2017011201,龍潭,2017,1,12,1,18,0.32,1,10,30,32,18,0,88,3,東北,東,微風,微風
266,lt2017011202,龍潭,2017,1,12,2,18,0.32,1,11,29,37,10,0,88,4,東北,東北,微風,微風
267,lt2017011203,龍潭,2017,1,12,3,17,0.31,0,9,30,35,18,0,88,2,東北,東北,微風,微風
268,lt2017011204,龍潭,2017,1,12,4,17,0.33,0,12,27,34,28,0,88,3,東北,東北,微風,微風
269,lt2017011205,龍潭,2017,1,12,5,17,0.38,1,19,20,36,35,0,87,5,東北,北,微風,微風
270,lt2017011206,龍潭,2017,1,12,6,17,0.43,3,27,13,36,27,0,89,4,東,東,微風,微風
271,lt2017011207,龍潭,2017,1,12,7,17,0.75,12,35,9,38,25,0,88,2,東北,東北,微風,微風
272,lt2017011208,龍潭,2017,1,12,8,18,0.6,7,31,14,35,20,0,88,4,東北,東北,微風,微風
273,lt2017011209,龍潭,2017,1,12,9,18,0.57,4,25,22,41,25,0,87,4,東北,東北,微風,微風
274,lt2017011210,龍潭,2017,1,12,10,19,0.53,4,24,25,39,23,0,85,4,東北,東北,微風,微風
275,lt2017011211,龍潭,2017,1,12,11,20,0.51,5,25,28,39,27,0,79,4,東北,北,微風,微風
276,lt2017011212,龍潭,2017,1,12,12,20,0.59,5,29,24,39,17,0,81,4,北,北,微風,微風
277,lt2017011213,龍潭,2017,1,12,13,20,0.48,3,21,30,41,16,0,81,3,北,北,微風,微風
278,lt2017011214,龍潭,2017,1,12,14,20,0.44,3,22,29,44,13,0,81,3,北,東北,緩風,微風
279,lt2017011215,龍潭,2017,1,12,15,19,0.43,3,22,27,50,20,0,83,3,北,東北,微風,微風
280,lt2017011216,龍潭,2017,1,12,16,19,0.46,3,24,23,47,24,0,85,2,東北,東北,微風,微風
281,lt2017011217,龍潭,2017,1,12,17,18,0.56,2,28,17,45,23,0,87,3,北,東北,微風,微風
282,lt2017011218,龍潭,2017,1,12,18,18,0.63,2,30,15,43,21,0,88,3,東北,東北,微風,微風
283,lt2017011219,龍潭,2017,1,12,19,18,0.65,2,32,11,45,15,0,88,4,東北,北,微風,微風
284,lt2017011220,龍潭,2017,1,12,20,18,0.53,2,27,14,47,18,0,88,4,北,東北,微風,微風
285,lt2017011221,龍潭,2017,1,12,21,17,0.5,2,23,16,49,16,0,90,3,東北,東北,微風,微風
286,lt2017011222,龍潭,2017,1,12,22,17,0.29,1,11,27,43,11,0,90,2,東北,東北,微風,微風
287,lt2017011223,龍潭,2017,1,12,23,17,0.26,1,13,25,36,6,0,88,5,東北,東北,微風,微風
288,lt2017011300,龍潭,2017,1,13,0,17,0.26,1,17,23,20,11,0,88,8,東北,東北,微風,微風
289,lt2017011301,龍潭,2017,1,13,1,17,0.23,1,12,28,14,13,0,87,4,東北,東北,微風,微風
290,lt2017011302,龍潭,2017,1,13,2,16,0.21,0,8,32,6,16,0,86,2,東北,東北,緩風,微風
291,lt2017011303,龍潭,2017,1,13,3,16,0.2,1,7,31,8,7,0,88,1,東北,東北,微風,微風
292,lt2017011304,龍潭,2017,1,13,4,15,0.2,0,6,32,10,5,0,91,1,東北,東北,微風,微風
293,lt2017011305,龍潭,2017,1,13,5,15,0.23,0,7,30,12,3,0,91,1,東北,東北,緩風,微風
294,lt2017011306,龍潭,2017,1,13,6,15,0.31,1,12,28,10,1,0,90,1,東北,東北,緩風,緩風
295,lt2017011307,龍潭,2017,1,13,7,14,0.57,2,19,22,16,2,0,90,2,東北,東北,緩風,微風
296,lt2017011308,龍潭,2017,1,13,8,14,0.62,2,17,23,12,2,0,90,1,東北,東北,緩風,微風
297,lt2017011309,龍潭,2017,1,13,9,13,0.7,3,21,20,20,8,0,90,1,東北,東北,緩風,微風
298,lt2017011310,龍潭,2017,1,13,10,13,0.68,4,26,16,21,11,1,91,1,東北,東北,緩風,緩風
299,lt2017011311,龍潭,2017,1,13,11,14,0.7,6,29,17,29,13,0,91,1,東北,東北,緩風,緩風
300,lt2017011312,龍潭,2017,1,13,12,14,0.65,4,26,22,19,13,1,91,1,東北,東北,緩風,緩風
301,lt2017011313,龍潭,2017,1,13,13,14,0.63,4,28,21,9,21,0,90,2,東北,東北,緩風,緩風
302,lt2017011314,龍潭,2017,1,13,14,14,0.64,5,34,17,8,18,0,91,5,東北,東北,緩風,緩風
303,lt2017011315,龍潭,2017,1,13,15,14,0.65,3,27,22,21,21,0,91,2,東北,東北,緩風,緩風
304,lt2017011316,龍潭,2017,1,13,16,14,0.66,3,26,22,23,16,1,91,1,東北,東北,緩風,緩風
305,lt2017011317,龍潭,2017,1,13,17,13,0.69,2,24,21,21,19,1,91,2,東北,東北,緩風,緩風
306,lt2017011318,龍潭,2017,1,13,18,13,0.72,2,24,21,12,18,0,91,1,東北,東北,緩風,緩風
307,lt2017011319,龍潭,2017,1,13,19,13,0.67,2,21,24,21,18,0,91,2,東北,東北,緩風,緩風
308,lt2017011320,龍潭,2017,1,13,20,13,0.63,1,19,27,21,24,0,91,4,東北,東北,緩風,緩風
309,lt2017011321,龍潭,2017,1,13,21,13,0.6,1,15,30,26,23,1,91,2,東北,東北,緩風,緩風
310,lt2017011322,龍潭,2017,1,13,22,13,0.59,1,15,28,17,19,1,91,5,東北,東北,緩風,緩風
311,lt2017011323,龍潭,2017,1,13,23,13,0.56,1,13,34,23,14,1,92,3,東北,東北,緩風,緩風
312,lt2017011400,龍潭,2017,1,14,0,12,0.5,0,8,42,21,20,2,91,2,東北,東北,緩風,緩風
313,lt2017011401,龍潭,2017,1,14,1,12,0.45,0,6,48,29,21,1,91,2,東北,東北,緩風,緩風
314,lt2017011402,龍潭,2017,1,14,2,12,0.41,0,8,47,30,26,2,91,5,東北,東北,緩風,緩風
315,lt2017011403,龍潭,2017,1,14,3,12,0.43,1,7,45,43,25,2,91,4,東北,東北,緩風,緩風
316,lt2017011404,龍潭,2017,1,14,4,11,0.43,1,6,46,48,29,2,91,3,東北,東北,緩風,緩風
317,lt2017011405,龍潭,2017,1,14,5,11,0.44,1,7,40,50,27,1,91,4,東北,東北,緩風,緩風
318,lt2017011406,龍潭,2017,1,14,6,11,0.46,1,11,34,42,30,4,91,5,東北,東北,緩風,緩風
319,lt2017011407,龍潭,2017,1,14,7,11,0.45,2,14,35,36,33,3,91,5,東北,東北,緩風,緩風
320,lt2017011408,龍潭,2017,1,14,8,11,0.4,2,17,35,32,27,3,91,4,東北,東北,緩風,緩風
321,lt2017011409,龍潭,2017,1,14,9,11,0.36,2,16,37,29,15,0,91,3,東北,東北,緩風,緩風
322,lt2017011410,龍潭,2017,1,14,10,12,0.38,3,17,36,32,9,0,90,2,東北,東北,緩風,緩風
323,lt2017011411,龍潭,2017,1,14,11,12,0.4,3,16,35,36,12,0,89,2,東北,東北,緩風,緩風
324,lt2017011412,龍潭,2017,1,14,12,12,0.43,3,15,37,39,16,0,87,2,東北,東北,緩風,緩風
325,lt2017011413,龍潭,2017,1,14,13,13,0.47,3,15,38,42,16,0,85,4,東北,東北,緩風,緩風
326,lt2017011414,龍潭,2017,1,14,14,13,0.48,2,13,40,43,23,0,82,3,東北,東北,勁風,緩風
327,lt2017011415,龍潭,2017,1,14,15,14,0.4,2,10,41,53,24,0,77,3,東北,東北,緩風,緩風
328,lt2017011416,龍潭,2017,1,14,16,14,0.4,2,11,40,47,32,0,76,2,東北,東北,緩風,緩風
329,lt2017011417,龍潭,2017,1,14,17,13,0.41,1,9,41,52,33,0,77,2,東北,東北,緩風,緩風
330,lt2017011418,龍潭,2017,1,14,18,13,0.35,1,7,44,46,40,0,75,2,東北,東北,緩風,緩風
331,lt2017011419,龍潭,2017,1,14,19,13,0.34,1,6,44,54,36,0,75,2,東北,東北,緩風,緩風
332,lt2017011420,龍潭,2017,1,14,20,13,0.37,1,9,39,51,33,0,83,2,東北,東北,緩風,緩風
333,lt2017011421,龍潭,2017,1,14,21,12,0.32,1,8,40,50,28,0,87,2,東北,東北,緩風,緩風
334,lt2017011422,龍潭,2017,1,14,22,12,0.28,1,9,36,42,28,0,88,3,東北,東北,緩風,緩風
335,lt2017011423,龍潭,2017,1,14,23,12,0.2,1,8,38,28,20,1,89,2,東北,東北,緩風,緩風
336,lt2017011500,龍潭,2017,1,15,0,12,0.2,0,6,38,20,14,0,90,1,東北,東北,緩風,緩風
337,lt2017011501,龍潭,2017,1,15,1,12,0.17,1,5,40,12,13,0,88,1,東北,東北,緩風,緩風
338,lt2017011502,龍潭,2017,1,15,2,12,0.15,1,4,43,19,15,0,84,1,東北,東北,緩風,緩風
339,lt2017011503,龍潭,2017,1,15,3,12,0.14,0,3,42,24,21,0,82,1,東北,東北,緩風,緩風
340,lt2017011504,龍潭,2017,1,15,4,12,0.18,0,4,41,31,12,0,81,1,東北,東北,緩風,緩風
341,lt2017011505,龍潭,2017,1,15,5,12,0.18,0,3,41,34,17,0,82,1,東北,東北,緩風,緩風
342,lt2017011506,龍潭,2017,1,15,6,12,0.21,0,5,38,23,9,0,84,1,東北,東北,緩風,緩風
343,lt2017011507,龍潭,2017,1,15,7,12,0.23,1,6,37,24,14,0,82,1,東北,東北,緩風,緩風
344,lt2017011508,龍潭,2017,1,15,8,13,0.27,1,9,34,18,4,0,80,2,東北,東北,緩風,緩風
345,lt2017011509,龍潭,2017,1,15,9,13,0.27,2,10,35,26,6,0,82,2,東北,東北,緩風,緩風
346,lt2017011510,龍潭,2017,1,15,10,13,0.29,2,11,34,21,2,0,80,2,東北,東北,緩風,緩風
347,lt2017011511,龍潭,2017,1,15,11,13,0.3,3,13,32,20,9,0,80,4,東北,東北,緩風,緩風
348,lt2017011512,龍潭,2017,1,15,12,13,0.28,3,14,31,15,12,0,81,5,東北,東北,緩風,緩風
349,lt2017011513,龍潭,2017,1,15,13,13,0.26,3,11,33,12,11,0,81,3,東北,東北,緩風,緩風
350,lt2017011514,龍潭,2017,1,15,14,13,0.26,2,12,31,15,16,0,82,3,東北,東北,緩風,緩風
351,lt2017011515,龍潭,2017,1,15,15,13,0.28,2,14,28,25,11,0,83,5,東北,東北,緩風,緩風
352,lt2017011516,龍潭,2017,1,15,16,12,0.28,2,17,26,25,11,0,86,5,東北,東北,緩風,緩風
353,lt2017011517,龍潭,2017,1,15,17,12,0.28,1,13,29,22,1,0,86,2,東北,東北,緩風,緩風
354,lt2017011518,龍潭,2017,1,15,18,12,0.25,1,11,31,20,4,0,84,1,東北,東北,緩風,緩風
355,lt2017011519,龍潭,2017,1,15,19,13,0.24,1,9,32,29,10,0,83,1,東北,東北,緩風,緩風
356,lt2017011520,龍潭,2017,1,15,20,12,0.23,1,8,32,35,14,0,85,1,東北,東北,緩風,緩風
357,lt2017011521,龍潭,2017,1,15,21,12,0.23,1,9,30,32,14,0,88,2,東北,東北,緩風,緩風
358,lt2017011522,龍潭,2017,1,15,22,12,0.24,1,9,29,20,8,1,90,1,東北,東北,緩風,緩風
359,lt2017011523,龍潭,2017,1,15,23,12,0.23,0,9,30,11,5,0,90,2,東北,東北,緩風,緩風
360,lt2017011600,龍潭,2017,1,16,0,12,0.19,1,5,34,3,4,0,89,2,東北,東北,緩風,微風
361,lt2017011601,龍潭,2017,1,16,1,12,0.17,0,6,34,7,4,0,89,1,東北,東北,緩風,緩風
362,lt2017011602,龍潭,2017,1,16,2,12,0.17,0,5,35,10,4,0,88,1,東北,東北,緩風,緩風
363,lt2017011603,龍潭,2017,1,16,3,12,0.17,0,4,35,17,8,0,87,2,東北,東北,緩風,緩風
364,lt2017011604,龍潭,2017,1,16,4,12,0.15,0,5,35,18,12,0,87,2,東北,東北,緩風,緩風
365,lt2017011605,龍潭,2017,1,16,5,12,0.16,0,4,35,23,18,0,88,1,東北,東北,緩風,緩風
366,lt2017011606,龍潭,2017,1,16,6,12,0.2,0,8,32,26,11,0,88,1,東北,東北,緩風,緩風
367,lt2017011607,龍潭,2017,1,16,7,12,0.3,1,18,24,24,9,0,86,4,東北,東北,緩風,緩風
368,lt2017011608,龍潭,2017,1,16,8,13,0.31,2,18,26,15,8,0,82,2,東北,東北,緩風,緩風
369,lt2017011609,龍潭,2017,1,16,9,14,0.31,3,17,27,9,9,0,80,1,東北,東北,緩風,緩風
370,lt2017011610,龍潭,2017,1,16,10,14,0.26,3,14,30,13,10,0,77,1,東北,東北,緩風,緩風
371,lt2017011611,龍潭,2017,1,16,11,15,0.24,2,11,32,22,9,0,74,1,東北,東北,緩風,緩風
372,lt2017011612,龍潭,2017,1,16,12,15,0.24,2,11,33,29,8,0,74,1,東北,東北,緩風,緩風
373,lt2017011613,龍潭,2017,1,16,13,14,0.25,2,14,31,21,5,0,78,2,東北,東北,緩風,緩風
374,lt2017011614,龍潭,2017,1,16,14,14,0.24,2,13,31,17,6,0,78,1,東北,東北,緩風,緩風
375,lt2017011615,龍潭,2017,1,16,15,14,0.25,1,12,31,20,12,0,75,1,東北,東北,緩風,緩風
376,lt2017011616,龍潭,2017,1,16,16,14,0.26,1,14,29,38,17,0,76,1,東北,東北,緩風,緩風
377,lt2017011617,龍潭,2017,1,16,17,14,0.29,1,13,30,40,17,0,76,1,東北,東北,緩風,緩風
378,lt2017011618,龍潭,2017,1,16,18,14,0.27,1,10,34,40,18,0,75,1,東北,東北,緩風,緩風
379,lt2017011619,龍潭,2017,1,16,19,14,0.24,0,6,36,39,12,0,74,1,東北,東北,緩風,緩風
380,lt2017011620,龍潭,2017,1,16,20,14,0.25,1,8,34,43,13,0,74,1,東北,東北,緩風,緩風
381,lt2017011621,龍潭,2017,1,16,21,14,0.27,1,9,32,41,10,0,75,1,東北,東北,緩風,緩風
382,lt2017011622,龍潭,2017,1,16,22,14,0.24,0,8,31,35,13,0,76,1,東北,東北,緩風,微風
383,lt2017011623,龍潭,2017,1,16,23,14,0.23,0,8,32,37,14,0,77,1,東北,東北,微風,微風
384,lt2017011700,龍潭,2017,1,17,0,14,0.21,0,6,33,37,10,0,77,1,東北,東北,微風,微風
385,lt2017011701,龍潭,2017,1,17,1,15,0.19,0,5,34,36,13,0,79,1,東,東,緩風,微風
386,lt2017011702,龍潭,2017,1,17,2,14,0.17,0,3,36,34,6,0,83,1,東北,東北,緩風,緩風
387,lt2017011703,龍潭,2017,1,17,3,14,0.17,0,4,35,32,6,0,81,1,東北,東,微風,微風
388,lt2017011704,龍潭,2017,1,17,4,14,0.2,0,5,33,35,3,0,84,1,東北,東北,微風,微風
389,lt2017011705,龍潭,2017,1,17,5,14,0.24,0,8,31,25,6,0,85,1,東北,東北,微風,微風
390,lt2017011706,龍潭,2017,1,17,6,14,0.34,1,17,24,27,7,0,85,1,東北,東北,微風,微風
391,lt2017011707,龍潭,2017,1,17,7,15,0.5,4,25,21,21,4,0,83,2,東北,東北,微風,微風
392,lt2017011708,龍潭,2017,1,17,8,16,0.5,5,24,24,38,12,0,79,2,東北,東北,緩風,微風
393,lt2017011709,龍潭,2017,1,17,9,17,0.45,5,21,30,43,11,0,73,1,東北,東北,緩風,緩風
394,lt2017011710,龍潭,2017,1,17,10,19,0.38,5,18,33,44,19,0,68,1,東北,東北,緩風,緩風
395,lt2017011711,龍潭,2017,1,17,11,20,0.35,4,16,36,33,12,0,64,1,東北,東北,微風,微風
396,lt2017011712,龍潭,2017,1,17,12,22,0.38,3,14,40,28,17,0,57,2,東北,北,微風,微風
397,lt2017011713,龍潭,2017,1,17,13,23,0.33,6,17,44,33,15,0,53,2,西北,東北,微風,微風
398,lt2017011714,龍潭,2017,1,17,14,22,0.35,2,14,41,35,15,0,55,2,東北,東,微風,微風
399,lt2017011715,龍潭,2017,1,17,15,22,0.37,3,19,33,42,10,0,59,2,東北,東北,微風,微風
400,lt2017011716,龍潭,2017,1,17,16,21,0.36,3,21,26,33,6,0,61,2,東北,東北,微風,微風
401,lt2017011717,龍潭,2017,1,17,17,20,0.56,3,31,17,32,9,0,68,2,東北,東,微風,微風
402,lt2017011718,龍潭,2017,1,17,18,19,0.68,6,40,9,27,15,0,72,2,東,東,微風,微風
403,lt2017011719,龍潭,2017,1,17,19,18,0.74,5,38,8,29,18,0,74,2,東北,北,微風,微風
404,lt2017011720,龍潭,2017,1,17,20,18,0.91,17,45,4,29,15,0,75,2,東南,南,微風,微風
405,lt2017011721,龍潭,2017,1,17,21,18,1.24,17,45,2,29,13,0,79,2,西南,西南,微風,微風
406,lt2017011722,龍潭,2017,1,17,22,17,1.0,17,45,2,38,20,0,80,2,西南,西南,微風,微風
407,lt2017011723,龍潭,2017,1,17,23,17,0.48,1,27,11,46,17,0,84,2,西南,西南,微風,微風
408,lt2017011800,龍潭,2017,1,18,0,17,0.36,1,20,14,49,17,0,86,2,西南,西南,微風,微風
409,lt2017011801,龍潭,2017,1,18,1,17,0.32,1,16,15,46,16,0,87,2,西南,西南,微風,微風
410,lt2017011802,龍潭,2017,1,18,2,16,0.3,1,14,13,45,21,0,89,2,西南,西南,微風,微風
411,lt2017011803,龍潭,2017,1,18,3,16,0.28,2,15,13,43,29,0,90,2,西南,西南,微風,微風
412,lt2017011804,龍潭,2017,1,18,4,17,0.28,1,14,12,44,23,0,90,1,西南,西南,微風,微風
413,lt2017011805,龍潭,2017,1,18,5,17,0.29,2,18,12,46,23,0,90,1,西南,西南,微風,微風
414,lt2017011806,龍潭,2017,1,18,6,17,0.4,6,24,10,44,14,0,90,1,南,南,微風,微風
415,lt2017011807,龍潭,2017,1,18,7,17,0.59,11,31,9,43,12,0,89,1,南,南,微風,微風
416,lt2017011808,龍潭,2017,1,18,8,19,0.59,8,26,19,33,11,0,81,2,東南,東南,微風,微風
417,lt2017011809,龍潭,2017,1,18,9,19,0.55,8,29,21,36,19,0,78,3,西北,西北,微風,微風
418,lt2017011810,龍潭,2017,1,18,10,19,0.42,6,27,24,35,23,0,82,3,北,東北,微風,微風
419,lt2017011811,龍潭,2017,1,18,11,19,0.41,5,21,31,44,22,0,79,3,東北,北,微風,微風
420,lt2017011812,龍潭,2017,1,18,12,20,0.36,4,18,36,43,22,0,77,2,北,北,微風,微風
421,lt2017011813,龍潭,2017,1,18,13,20,0.36,4,19,36,41,18,0,76,2,北,北,微風,微風
422,lt2017011814,龍潭,2017,1,18,14,21,0.39,3,18,38,41,24,0,73,2,東北,東北,微風,微風
423,lt2017011815,龍潭,2017,1,18,15,19,0.33,3,18,33,50,20,0,83,2,東北,北,微風,微風
424,lt2017011816,龍潭,2017,1,18,16,18,0.32,2,17,31,49,22,0,87,1,東北,東北,微風,微風
425,lt2017011817,龍潭,2017,1,18,17,18,0.46,2,23,22,50,20,0,90,2,東北,東北,微風,微風
426,lt2017011818,龍潭,2017,1,18,18,17,0.43,2,20,23,37,21,0,91,2,東北,東北,微風,微風
427,lt2017011819,龍潭,2017,1,18,19,17,0.47,2,19,25,49,21,0,92,4,東北,東北,微風,微風
428,lt2017011820,龍潭,2017,1,18,20,17,0.43,2,18,25,51,21,0,92,2,東北,東北,微風,微風
429,lt2017011821,龍潭,2017,1,18,21,17,0.39,2,17,22,58,13,0,93,2,東北,東,微風,微風
430,lt2017011822,龍潭,2017,1,18,22,17,0.4,2,19,19,48,10,0,93,2,北,西北,微風,微風
431,lt2017011823,龍潭,2017,1,18,23,17,0.39,1,17,18,47,18,0,92,3,東北,北,微風,微風
432,lt2017011900,龍潭,2017,1,19,0,17,0.4,1,17,17,53,24,0,91,3,西北,西北,微風,微風
433,lt2017011901,龍潭,2017,1,19,1,17,0.36,1,15,18,61,26,0,91,3,西北,西北,微風,微風
434,lt2017011902,龍潭,2017,1,19,2,17,0.32,1,13,19,53,20,0,92,3,西南,南,微風,微風
435,lt2017011903,龍潭,2017,1,19,3,17,0.31,0,9,13,43,18,0,92,1,西南,西北,微風,微風
436,lt2017011904,龍潭,2017,1,19,4,17,0.28,1,12,20,38,14,0,92,2,西北,西北,微風,微風
437,lt2017011905,龍潭,2017,1,19,5,17,0.28,1,12,24,40,13,0,92,2,西北,西北,微風,微風
438,lt2017011906,龍潭,2017,1,19,6,17,0.31,1,17,21,37,13,0,92,2,西北,西北,微風,微風
439,lt2017011907,龍潭,2017,1,19,7,17,0.47,2,20,20,25,12,0,93,1,北,北,微風,微風
440,lt2017011908,龍潭,2017,1,19,8,17,0.54,3,24,18,23,7,0,93,2,西北,東,微風,微風
441,lt2017011909,龍潭,2017,1,19,9,17,0.49,6,26,19,20,8,0,92,1,東南,西北,微風,微風
442,lt2017011910,龍潭,2017,1,19,10,17,0.46,4,25,19,31,14,0,91,2,北,北,微風,微風
443,lt2017011911,龍潭,2017,1,19,11,17,0.42,4,22,24,32,14,0,90,2,東北,東北,微風,微風
444,lt2017011912,龍潭,2017,1,19,12,18,0.44,4,22,27,44,18,0,87,3,東北,東北,微風,微風
445,lt2017011913,龍潭,2017,1,19,13,18,0.47,4,22,29,43,18,0,83,3,東北,東北,微風,微風
446,lt2017011914,龍潭,2017,1,19,14,18,0.45,4,26,27,46,25,0,82,3,北,北,緩風,微風
447,lt2017011915,龍潭,2017,1,19,15,17,0.39,2,19,29,44,18,0,85,2,東北,東北,微風,微風
448,lt2017011916,龍潭,2017,1,19,16,17,0.44,2,20,28,44,20,0,86,1,東北,東北,微風,微風
449,lt2017011917,龍潭,2017,1,19,17,17,0.53,2,22,26,42,18,0,85,1,東北,東北,微風,微風
450,lt2017011918,龍潭,2017,1,19,18,17,0.54,2,21,26,48,14,0,86,2,東北,東北,微風,微風
451,lt2017011919,龍潭,2017,1,19,19,16,0.56,2,23,21,46,7,0,90,2,東北,東北,微風,微風
452,lt2017011920,龍潭,2017,1,19,20,16,0.6,2,25,17,36,8,0,92,1,東北,東北,微風,微風
453,lt2017011921,龍潭,2017,1,19,21,16,0.51,1,20,21,29,12,0,92,2,東北,東北,微風,微風
454,lt2017011922,龍潭,2017,1,19,22,16,0.49,1,17,22,22,12,0,92,1,東北,東北,微風,微風
455,lt2017011923,龍潭,2017,1,19,23,16,0.42,0,13,28,28,10,0,92,1,東北,東北,微風,微風
456,lt2017012000,龍潭,2017,1,20,0,15,0.35,0,7,35,21,11,0,92,1,東北,東北,微風,微風
457,lt2017012001,龍潭,2017,1,20,1,15,0.35,0,7,36,25,13,0,92,1,東北,東北,緩風,微風
458,lt2017012002,龍潭,2017,1,20,2,14,0.33,0,5,38,30,7,1,92,1,東北,東北,緩風,微風
459,lt2017012003,龍潭,2017,1,20,3,13,0.35,1,4,38,26,9,1,92,1,東北,東北,緩風,微風
460,lt2017012004,龍潭,2017,1,20,4,13,0.38,1,6,34,23,16,0,92,1,東北,東北,緩風,微風
461,lt2017012005,龍潭,2017,1,20,5,12,0.4,1,6,33,15,16,0,92,1,東北,東北,緩風,緩風
462,lt2017012006,龍潭,2017,1,20,6,12,0.44,1,9,31,23,8,0,91,2,東北,東北,緩風,緩風
463,lt2017012007,龍潭,2017,1,20,7,12,0.56,2,15,25,33,9,1,91,2,東北,東北,緩風,緩風
464,lt2017012008,龍潭,2017,1,20,8,12,0.65,3,21,20,37,11,0,91,2,東北,東北,緩風,緩風
465,lt2017012009,龍潭,2017,1,20,9,12,0.62,5,25,18,32,11,0,90,1,東北,東北,緩風,緩風
466,lt2017012010,龍潭,2017,1,20,10,12,0.6,5,23,22,22,9,0,90,1,東北,東北,緩風,緩風
467,lt2017012011,龍潭,2017,1,20,11,11,0.65,5,23,21,31,10,0,90,1,東北,東北,緩風,緩風
468,lt2017012012,龍潭,2017,1,20,12,11,0.66,5,24,21,38,19,0,90,2,東北,東北,緩風,緩風
469,lt2017012013,龍潭,2017,1,20,13,10,0.62,3,19,26,47,21,0,90,2,東北,東北,緩風,緩風
470,lt2017012014,龍潭,2017,1,20,14,10,0.66,5,24,24,46,34,0,90,2,東北,東北,緩風,緩風
471,lt2017012015,龍潭,2017,1,20,15,10,0.55,3,15,33,53,36,0,84,2,東北,東,緩風,緩風
472,lt2017012016,龍潭,2017,1,20,16,10,0.52,2,16,36,69,38,0,79,2,東,東北,緩風,緩風
473,lt2017012017,龍潭,2017,1,20,17,10,0.53,2,16,37,75,34,0,76,3,東,東,緩風,緩風
474,lt2017012018,龍潭,2017,1,20,18,10,0.51,2,15,39,72,36,0,73,3,東,東,緩風,緩風
475,lt2017012019,龍潭,2017,1,20,19,10,0.49,2,13,42,62,46,0,72,3,東,東,緩風,緩風
476,lt2017012020,龍潭,2017,1,20,20,10,0.47,1,10,44,70,43,0,72,3,東,東,緩風,緩風
477,lt2017012021,龍潭,2017,1,20,21,10,0.45,1,9,44,79,43,0,72,2,東,東,緩風,緩風
478,lt2017012022,龍潭,2017,1,20,22,10,0.44,1,7,43,83,33,0,72,2,東北,東北,緩風,緩風
479,lt2017012023,龍潭,2017,1,20,23,10,0.39,1,6,43,73,38,0,71,1,東北,東北,緩風,緩風
480,lt2017012100,龍潭,2017,1,21,0,10,0.32,1,4,44,59,33,0,71,2,東北,東北,緩風,緩風
481,lt2017012101,龍潭,2017,1,21,1,10,0.26,1,3,44,46,28,0,72,1,東北,東北,緩風,緩風
