,ID,station,Year,Month,Day,Time,AMB_TEMP,CO,NO,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
1798,lt2017031622,龍潭,2017,3,16,22,14,0.45,2,24,25,28,14,2,93,1,東北,東北,微風,微風
1799,lt2017031623,龍潭,2017,3,16,23,14,0.34,1,16,35,28,19,2,94,1,東北,東北,微風,微風
1800,lt2017031700,龍潭,2017,3,17,0,14,0.27,0,11,40,24,11,1,94,0,東北,東北,微風,微風
1801,lt2017031701,龍潭,2017,3,17,1,14,0.25,0,9,41,31,11,0,94,2,東北,東北,微風,微風
1802,lt2017031702,龍潭,2017,3,17,2,14,0.25,0,9,40,39,8,0,94,2,東北,東北,微風,微風
1803,lt2017031703,龍潭,2017,3,17,3,15,0.24,0,9,42,44,5,0,94,2,東北,東北,微風,微風
1804,lt2017031704,龍潭,2017,3,17,4,15,0.24,0,8,44,36,8,0,93,2,東北,東北,微風,微風
1805,lt2017031705,龍潭,2017,3,17,5,15,0.28,1,12,39,37,8,0,93,2,東北,東北,微風,微風
1806,lt2017031706,龍潭,2017,3,17,6,15,0.33,1,18,35,44,12,0,93,2,東北,東北,緩風,微風
1807,lt2017031707,龍潭,2017,3,17,7,15,0.4,2,21,36,43,10,0,93,2,東北,東北,緩風,微風
1808,lt2017031708,龍潭,2017,3,17,8,16,0.46,3,23,36,37,8,0,90,3,東北,東北,微風,微風
1809,lt2017031709,龍潭,2017,3,17,9,17,0.47,3,24,38,31,4,0,86,2,東北,東北,緩風,微風
1810,lt2017031710,龍潭,2017,3,17,10,18,0.46,3,24,39,38,7,0,82,2,東北,東北,微風,微風
1811,lt2017031711,龍潭,2017,3,17,11,19,0.51,3,23,41,42,7,0,79,2,東北,北,微風,微風
1812,lt2017031712,龍潭,2017,3,17,12,19,0.57,2,26,40,41,14,0,79,2,東北,東北,微風,微風
1813,lt2017031713,龍潭,2017,3,17,13,19,0.54,3,28,36,38,14,0,81,3,北,北,微風,微風
1814,lt2017031714,龍潭,2017,3,17,14,18,0.56,3,30,31,43,18,0,84,3,北,東北,微風,微風
1815,lt2017031715,龍潭,2017,3,17,15,18,0.45,3,30,28,45,15,0,83,6,東北,東北,微風,微風
1816,lt2017031716,龍潭,2017,3,17,16,18,0.49,3,34,23,45,15,0,84,7,東北,東北,微風,微風
1817,lt2017031717,龍潭,2017,3,17,17,18,0.57,3,36,20,38,18,0,86,5,東北,東北,微風,微風
1818,lt2017031718,龍潭,2017,3,17,18,17,0.62,3,34,21,39,24,0,88,4,東北,東北,微風,微風
1819,lt2017031719,龍潭,2017,3,17,19,17,0.53,1,25,29,50,19,0,88,5,東北,東北,緩風,微風
1820,lt2017031720,龍潭,2017,3,17,20,17,0.45,1,20,34,49,12,0,87,5,東北,東北,微風,微風
1821,lt2017031721,龍潭,2017,3,17,21,17,0.46,1,21,30,53,11,0,88,6,東北,東北,微風,微風
1822,lt2017031722,龍潭,2017,3,17,22,17,0.51,1,24,24,38,21,0,89,5,東北,東北,微風,微風
1823,lt2017031723,龍潭,2017,3,17,23,16,0.41,1,20,28,43,22,0,89,5,東北,東,微風,微風
1824,lt2017031800,龍潭,2017,3,18,0,17,0.3,1,12,33,35,20,0,90,3,東北,東北,微風,微風
1825,lt2017031801,龍潭,2017,3,18,1,16,0.37,1,17,25,37,12,0,90,6,東北,東北,微風,微風
1826,lt2017031802,龍潭,2017,3,18,2,16,0.37,1,17,27,34,19,0,92,2,東北,東北,微風,微風
1827,lt2017031803,龍潭,2017,3,18,3,16,0.32,1,12,30,41,20,0,92,4,東,東,微風,微風
1828,lt2017031804,龍潭,2017,3,18,4,16,0.31,1,10,32,43,21,0,92,3,東北,東,微風,微風
1829,lt2017031805,龍潭,2017,3,18,5,16,0.33,1,11,27,48,18,0,93,3,東北,東北,微風,微風
1830,lt2017031806,龍潭,2017,3,18,6,16,0.46,3,21,17,49,16,0,93,3,東北,東北,微風,微風
1831,lt2017031807,龍潭,2017,3,18,7,16,0.54,5,26,14,50,18,0,94,3,東,東南,微風,微風
1832,lt2017031808,龍潭,2017,3,18,8,17,0.56,7,23,17,51,24,0,93,2,東北,東北,微風,微風
1833,lt2017031809,龍潭,2017,3,18,9,17,0.64,7,32,22,55,27,0,91,3,東北,東北,微風,微風
1834,lt2017031810,龍潭,2017,3,18,10,17,0.59,5,27,28,61,38,0,91,2,東北,北,微風,微風
1835,lt2017031811,龍潭,2017,3,18,11,19,0.61,6,27,33,63,37,0,86,3,東北,西北,微風,微風
1836,lt2017031812,龍潭,2017,3,18,12,21,0.64,6,28,43,71,39,0,77,4,北,西北,微風,微風
1837,lt2017031813,龍潭,2017,3,18,13,23,0.72,5,32,47,86,37,0,71,3,東北,東北,微風,微風
1838,lt2017031814,龍潭,2017,3,18,14,22,0.58,5,31,47,98,43,0,75,3,東北,東北,微風,微風
1839,lt2017031815,龍潭,2017,3,18,15,19,0.44,4,25,39,100,42,0,82,3,北,北,微風,微風
1840,lt2017031816,龍潭,2017,3,18,16,18,0.41,2,23,36,85,46,0,89,3,東北,東北,微風,微風
1841,lt2017031817,龍潭,2017,3,18,17,17,0.47,2,23,34,81,38,0,90,2,東北,東北,微風,微風
1842,lt2017031818,龍潭,2017,3,18,18,18,0.6,2,27,27,76,53,0,90,2,東北,東北,微風,微風
1843,lt2017031819,龍潭,2017,3,18,19,18,0.78,2,35,15,90,52,0,90,3,東北,北,微風,微風
1844,lt2017031820,龍潭,2017,3,18,20,18,0.81,4,41,6,89,54,0,90,3,東北,東北,微風,微風
1845,lt2017031821,龍潭,2017,3,18,21,18,0.61,3,32,13,84,37,0,92,3,東北,東北,微風,微風
1846,lt2017031822,龍潭,2017,3,18,22,18,0.55,2,27,15,80,33,0,92,3,東北,東北,微風,微風
1847,lt2017031823,龍潭,2017,3,18,23,18,0.54,1,23,18,72,23,0,93,3,東北,東北,微風,微風
1848,lt2017031900,龍潭,2017,3,19,0,18,0.41,1,17,25,64,22,0,93,2,東北,東北,微風,微風
1849,lt2017031901,龍潭,2017,3,19,1,18,0.41,1,15,27,48,17,0,93,2,東北,東北,微風,微風
1850,lt2017031902,龍潭,2017,3,19,2,18,0.39,1,16,25,47,16,0,93,2,東北,東北,微風,微風
1851,lt2017031903,龍潭,2017,3,19,3,18,0.31,0,9,29,45,15,0,93,2,東南,東南,微風,微風
1852,lt2017031904,龍潭,2017,3,19,4,18,0.44,0,12,17,41,16,1,94,2,南,西北,微風,微風
1853,lt2017031905,龍潭,2017,3,19,5,18,0.47,1,16,12,38,18,4,93,2,東北,東北,微風,微風
1854,lt2017031906,龍潭,2017,3,19,6,17,0.32,1,12,36,41,18,1,93,2,東北,東,微風,微風
1855,lt2017031907,龍潭,2017,3,19,7,16,0.38,1,14,36,43,10,0,94,2,東,東,微風,微風
1856,lt2017031908,龍潭,2017,3,19,8,17,0.45,3,19,28,35,6,0,94,2,東,東北,微風,微風
1857,lt2017031909,龍潭,2017,3,19,9,17,0.41,2,16,33,22,7,0,93,2,東北,東北,緩風,微風
1858,lt2017031910,龍潭,2017,3,19,10,17,0.43,2,14,37,20,10,0,93,2,東北,東北,微風,微風
1859,lt2017031911,龍潭,2017,3,19,11,18,0.47,2,17,34,28,16,0,89,2,東北,東北,微風,微風
1860,lt2017031912,龍潭,2017,3,19,12,19,0.43,2,15,39,31,13,0,84,3,東北,東北,緩風,微風
1861,lt2017031913,龍潭,2017,3,19,13,20,0.37,3,14,40,31,10,0,79,3,東北,東,微風,微風
1862,lt2017031914,龍潭,2017,3,19,14,20,0.41,2,14,37,32,5,0,79,3,東北,東北,微風,微風
1863,lt2017031915,龍潭,2017,3,19,15,19,0.38,2,15,39,48,7,0,85,3,東北,東北,微風,微風
1864,lt2017031916,龍潭,2017,3,19,16,18,0.43,1,16,35,56,11,0,87,2,北,西北,微風,微風
1865,lt2017031917,龍潭,2017,3,19,17,18,0.45,1,19,32,56,20,0,89,2,北,東北,微風,微風
1866,lt2017031918,龍潭,2017,3,19,18,18,0.56,1,23,24,36,19,0,90,2,北,北,微風,微風
1867,lt2017031919,龍潭,2017,3,19,19,17,0.52,1,23,23,41,24,0,91,2,北,東北,微風,微風
1868,lt2017031920,龍潭,2017,3,19,20,17,0.5,1,22,24,48,16,0,92,2,東北,東北,微風,微風
1869,lt2017031921,龍潭,2017,3,19,21,17,0.51,1,20,23,75,19,0,92,2,東北,東北,微風,微風
1870,lt2017031922,龍潭,2017,3,19,22,17,0.57,2,26,11,97,24,0,92,3,東,東南,微風,微風
1871,lt2017031923,龍潭,2017,3,19,23,17,0.59,2,28,6,108,32,0,93,3,東南,東,微風,微風
1872,lt2017032000,龍潭,2017,3,20,0,17,0.56,2,24,6,91,31,0,93,3,東南,西北,微風,微風
1873,lt2017032001,龍潭,2017,3,20,1,18,0.57,2,21,4,56,21,0,94,1,南,西北,微風,微風
1874,lt2017032002,龍潭,2017,3,20,2,18,0.59,1,20,2,32,14,0,93,1,東北,東南,微風,微風
1875,lt2017032003,龍潭,2017,3,20,3,17,0.62,3,27,2,30,7,0,94,3,南,西南,微風,微風
1876,lt2017032004,龍潭,2017,3,20,4,18,0.5,3,22,6,35,9,0,94,2,西北,西北,微風,微風
1877,lt2017032005,龍潭,2017,3,20,5,17,0.32,2,14,26,39,7,0,94,2,西北,北,微風,微風
1878,lt2017032006,龍潭,2017,3,20,6,16,0.28,2,14,33,41,14,0,94,1,東北,東北,微風,微風
1879,lt2017032007,龍潭,2017,3,20,7,17,0.45,3,24,25,44,9,0,94,1,北,東南,微風,微風
1880,lt2017032008,龍潭,2017,3,20,8,17,0.49,6,29,21,40,11,0,92,1,東南,東南,微風,微風
1881,lt2017032009,龍潭,2017,3,20,9,18,0.47,4,22,27,38,14,0,88,1,西南,西北,微風,無風
1882,lt2017032010,龍潭,2017,3,20,10,20,0.55,6,28,26,35,15,0,82,1,西南,西南,微風,微風
1883,lt2017032011,龍潭,2017,3,20,11,21,0.59,6,31,25,39,21,0,80,2,西北,西北,微風,微風
1884,lt2017032012,龍潭,2017,3,20,12,21,0.48,4,21,33,47,23,0,81,1,西南,西南,微風,微風
1885,lt2017032013,龍潭,2017,3,20,13,21,0.44,5,26,36,59,30,0,80,2,南,南,微風,微風
1886,lt2017032014,龍潭,2017,3,20,14,23,0.45,5,20,46,64,36,0,74,2,西南,西南,微風,微風
1887,lt2017032015,龍潭,2017,3,20,15,23,0.45,2,17,51,62,36,0,73,1,西南,西南,微風,微風
1888,lt2017032016,龍潭,2017,3,20,16,23,0.52,2,22,46,66,39,0,75,2,西南,西南,微風,微風
1889,lt2017032017,龍潭,2017,3,20,17,23,0.49,3,21,40,64,29,0,76,2,西南,西南,微風,微風
1890,lt2017032018,龍潭,2017,3,20,18,22,0.6,3,28,25,65,24,0,79,1,西南,西南,微風,微風
1891,lt2017032019,龍潭,2017,3,20,19,22,0.73,3,31,18,53,23,0,83,1,西南,南,微風,微風
1892,lt2017032020,龍潭,2017,3,20,20,21,1.42,17,45,3,60,36,0,84,2,東南,西北,微風,無風
1893,lt2017032021,龍潭,2017,3,20,21,21,1.31,17,45,2,72,37,0,85,3,南,東南,微風,微風
1894,lt2017032022,龍潭,2017,3,20,22,21,0.82,13,39,9,75,36,0,87,2,南,西南,微風,微風
1895,lt2017032023,龍潭,2017,3,20,23,20,0.67,4,27,10,74,25,0,88,1,東南,東南,微風,無風
1896,lt2017032100,龍潭,2017,3,21,0,20,0.88,13,42,1,66,30,0,89,1,北,東,微風,微風
1897,lt2017032101,龍潭,2017,3,21,1,20,0.76,12,38,1,66,35,0,90,2,南,南,微風,微風
1898,lt2017032102,龍潭,2017,3,21,2,20,0.77,9,36,2,66,36,0,90,4,西北,北,微風,微風
1899,lt2017032103,龍潭,2017,3,21,3,20,0.43,2,16,21,67,39,0,92,3,北,西北,微風,微風
1900,lt2017032104,龍潭,2017,3,21,4,19,0.28,1,11,35,71,31,0,93,2,北,東北,微風,微風
1901,lt2017032105,龍潭,2017,3,21,5,19,0.27,1,9,37,68,36,0,93,1,東北,東北,微風,微風
1902,lt2017032106,龍潭,2017,3,21,6,18,0.34,2,17,28,67,20,0,93,2,東北,東北,微風,微風
1903,lt2017032107,龍潭,2017,3,21,7,18,0.55,3,27,19,69,18,0,93,2,東北,東北,微風,微風
1904,lt2017032108,龍潭,2017,3,21,8,18,0.5,3,20,23,64,16,0,92,2,東北,東北,緩風,緩風
1905,lt2017032109,龍潭,2017,3,21,9,17,0.6,4,20,20,58,20,0,88,3,東北,東北,緩風,緩風
1906,lt2017032110,龍潭,2017,3,21,10,17,0.59,5,22,24,48,19,0,83,6,東北,東北,緩風,緩風
1907,lt2017032111,龍潭,2017,3,21,11,17,0.58,5,22,28,44,16,0,81,6,東北,東北,緩風,緩風
1908,lt2017032112,龍潭,2017,3,21,12,18,0.57,5,19,33,45,22,0,79,5,東北,東北,緩風,緩風
1909,lt2017032113,龍潭,2017,3,21,13,18,0.53,4,16,38,32,21,0,77,3,東北,東北,緩風,緩風
1910,lt2017032114,龍潭,2017,3,21,14,18,0.48,2,14,43,43,17,0,77,2,東北,東北,緩風,緩風
1911,lt2017032115,龍潭,2017,3,21,15,17,0.45,2,15,48,49,14,0,78,3,東北,東北,緩風,緩風
1912,lt2017032116,龍潭,2017,3,21,16,16,0.43,2,17,47,49,11,0,80,5,東北,東北,緩風,緩風
1913,lt2017032117,龍潭,2017,3,21,17,16,0.46,2,19,47,38,10,0,83,5,東北,東北,緩風,緩風
1914,lt2017032118,龍潭,2017,3,21,18,15,0.44,2,17,51,28,7,0,85,3,東北,東北,緩風,緩風
1915,lt2017032119,龍潭,2017,3,21,19,15,0.43,1,12,57,32,11,0,83,1,東北,東北,緩風,緩風
1916,lt2017032120,龍潭,2017,3,21,20,15,0.41,1,10,60,35,10,0,80,1,東北,東北,緩風,緩風
1917,lt2017032121,龍潭,2017,3,21,21,16,0.39,1,9,60,37,12,0,79,1,東北,東北,緩風,緩風
1918,lt2017032122,龍潭,2017,3,21,22,16,0.38,1,9,57,37,11,0,80,1,東北,東北,緩風,緩風
1919,lt2017032123,龍潭,2017,3,21,23,16,0.34,1,8,56,35,12,0,82,1,東北,東北,緩風,緩風
1920,lt2017032200,龍潭,2017,3,22,0,16,0.32,1,6,57,30,15,0,83,1,東北,東北,緩風,緩風
1921,lt2017032201,龍潭,2017,3,22,1,16,0.29,1,6,58,29,12,0,83,1,東北,東北,緩風,緩風
1922,lt2017032202,龍潭,2017,3,22,2,16,0.27,1,6,57,34,20,0,83,1,東北,東北,微風,微風
1923,lt2017032203,龍潭,2017,3,22,3,16,0.27,1,6,55,36,14,0,84,1,東北,東北,微風,微風
1924,lt2017032204,龍潭,2017,3,22,4,16,0.29,0,7,51,38,14,0,84,1,東北,東北,微風,微風
1925,lt2017032205,龍潭,2017,3,22,5,16,0.29,1,9,49,23,13,0,83,1,東北,東,微風,微風
1926,lt2017032206,龍潭,2017,3,22,6,17,0.41,1,18,40,25,15,0,84,1,東,東,微風,微風
1927,lt2017032207,龍潭,2017,3,22,7,17,0.58,3,27,32,25,16,0,83,1,東,東,微風,微風
1928,lt2017032208,龍潭,2017,3,22,8,18,0.61,4,26,33,36,14,0,81,2,東,東北,微風,微風
1929,lt2017032209,龍潭,2017,3,22,9,20,0.66,6,28,39,35,13,0,72,2,東,東南,微風,微風
1930,lt2017032210,龍潭,2017,3,22,10,23,0.59,5,24,47,41,10,0,62,2,東,東,微風,微風
1931,lt2017032211,龍潭,2017,3,22,11,25,0.66,4,25,51,47,7,0,61,3,西北,西北,微風,微風
1932,lt2017032212,龍潭,2017,3,22,12,23,0.6,3,22,66,53,18,0,63,4,西南,西南,緩風,微風
1933,lt2017032213,龍潭,2017,3,22,13,23,0.53,4,25,70,0,0,0,64,3,西南,西南,微風,微風
1934,lt2017032214,龍潭,2017,3,22,14,23,0.49,2,18,63,56,18,0,66,2,南,南,微風,微風
1935,lt2017032215,龍潭,2017,3,22,15,22,0.49,1,18,63,59,18,0,71,2,西南,西南,微風,微風
1936,lt2017032216,龍潭,2017,3,22,16,21,0.52,1,19,61,61,17,0,72,1,西南,西南,微風,微風
1937,lt2017032217,龍潭,2017,3,22,17,21,0.71,1,26,46,75,32,0,77,2,西南,西北,微風,微風
1938,lt2017032218,龍潭,2017,3,22,18,20,0.63,1,21,46,74,34,0,84,2,西北,西北,微風,微風
1939,lt2017032219,龍潭,2017,3,22,19,18,0.43,0,13,49,67,30,1,90,1,西北,西北,微風,微風
1940,lt2017032220,龍潭,2017,3,22,20,17,0.38,0,13,47,44,22,0,91,1,西北,西北,微風,微風
1941,lt2017032221,龍潭,2017,3,22,21,17,0.31,1,12,44,34,27,1,91,1,西北,西北,微風,微風
1942,lt2017032222,龍潭,2017,3,22,22,16,0.24,0,10,44,25,24,1,91,1,西北,東北,微風,微風
1943,lt2017032223,龍潭,2017,3,22,23,16,0.22,0,9,41,27,19,1,91,1,北,東北,微風,微風
1944,lt2017032300,龍潭,2017,3,23,0,15,0.19,0,7,42,21,8,0,91,1,東北,東北,微風,微風
1945,lt2017032301,龍潭,2017,3,23,1,15,0.22,0,8,41,19,5,2,92,1,東北,東北,微風,微風
1946,lt2017032302,龍潭,2017,3,23,2,15,0.21,0,8,41,9,8,0,92,1,東南,東南,微風,微風
1947,lt2017032303,龍潭,2017,3,23,3,16,0.22,1,8,38,13,8,0,91,0,南,南,微風,微風
1948,lt2017032304,龍潭,2017,3,23,4,16,0.25,1,7,36,16,12,0,89,0,南,南,微風,微風
1949,lt2017032305,龍潭,2017,3,23,5,17,0.28,1,12,32,23,7,0,88,0,南,南,微風,微風
1950,lt2017032306,龍潭,2017,3,23,6,17,0.42,2,26,23,21,7,0,86,0,南,南,微風,微風
1951,lt2017032307,龍潭,2017,3,23,7,18,0.95,17,45,9,25,3,1,87,1,西南,西南,微風,無風
1952,lt2017032308,龍潭,2017,3,23,8,17,0.91,16,45,16,30,11,1,87,2,北,西北,微風,微風
1953,lt2017032309,龍潭,2017,3,23,9,18,0.88,12,45,14,34,16,0,88,2,南,南,微風,微風
1954,lt2017032310,龍潭,2017,3,23,10,19,0.65,11,39,31,28,17,0,80,1,東南,東南,微風,微風
1955,lt2017032311,龍潭,2017,3,23,11,22,0.35,3,14,60,26,13,0,65,1,東北,東北,微風,微風
1956,lt2017032312,龍潭,2017,3,23,12,21,0.46,4,24,53,29,19,0,73,2,東北,東北,微風,微風
1957,lt2017032313,龍潭,2017,3,23,13,20,0.38,3,19,53,39,18,0,74,2,東北,東北,微風,微風
1958,lt2017032314,龍潭,2017,3,23,14,19,0.37,3,19,54,39,22,0,76,2,東北,東北,緩風,微風
1959,lt2017032315,龍潭,2017,3,23,15,18,0.32,3,19,53,39,15,0,78,1,東北,東北,緩風,微風
1960,lt2017032316,龍潭,2017,3,23,16,18,0.36,2,16,50,36,21,0,78,1,東北,東北,緩風,微風
1961,lt2017032317,龍潭,2017,3,23,17,18,0.45,2,20,41,34,15,0,79,1,東北,東北,微風,微風
1962,lt2017032318,龍潭,2017,3,23,18,17,0.46,1,21,38,34,21,0,82,1,東北,東北,緩風,緩風
1963,lt2017032319,龍潭,2017,3,23,19,16,0.45,1,17,40,32,15,0,82,2,東北,東北,緩風,緩風
1964,lt2017032320,龍潭,2017,3,23,20,16,0.48,1,16,42,39,17,0,79,4,東北,東北,緩風,緩風
1965,lt2017032321,龍潭,2017,3,23,21,16,0.46,1,13,48,30,7,0,79,2,東北,東北,緩風,緩風
1966,lt2017032322,龍潭,2017,3,23,22,16,0.43,1,9,51,31,14,0,80,1,東北,東北,緩風,緩風
1967,lt2017032323,龍潭,2017,3,23,23,16,0.39,1,9,49,18,16,0,80,1,東北,東北,緩風,緩風
1968,lt2017032400,龍潭,2017,3,24,0,16,0.35,0,7,50,27,23,0,80,1,東北,東北,緩風,緩風
1969,lt2017032401,龍潭,2017,3,24,1,16,0.35,0,7,50,28,14,0,78,2,東北,東北,緩風,緩風
1970,lt2017032402,龍潭,2017,3,24,2,16,0.36,0,7,47,31,15,0,79,2,東北,東北,緩風,微風
1971,lt2017032403,龍潭,2017,3,24,3,16,0.34,0,7,46,26,15,0,80,3,東北,東北,緩風,緩風
1972,lt2017032404,龍潭,2017,3,24,4,16,0.35,0,9,44,26,18,0,80,4,東北,東北,緩風,微風
1973,lt2017032405,龍潭,2017,3,24,5,16,0.34,0,6,46,31,10,0,79,1,東北,東北,微風,微風
1974,lt2017032406,龍潭,2017,3,24,6,16,0.45,1,16,36,36,5,0,79,2,東北,東北,微風,微風
1975,lt2017032407,龍潭,2017,3,24,7,17,0.57,3,22,33,39,3,0,77,2,東北,東北,緩風,微風
1976,lt2017032408,龍潭,2017,3,24,8,18,0.51,3,17,40,38,5,0,72,2,東北,東北,微風,微風
1977,lt2017032409,龍潭,2017,3,24,9,19,0.52,3,19,41,37,6,0,67,2,東北,東北,微風,微風
1978,lt2017032410,龍潭,2017,3,24,10,21,0.57,4,21,50,32,11,0,61,2,東北,東北,微風,微風
1979,lt2017032411,龍潭,2017,3,24,11,23,0.56,3,17,65,34,15,0,54,3,東北,北,微風,微風
1980,lt2017032412,龍潭,2017,3,24,12,24,0.55,2,16,85,41,15,0,51,3,東北,北,微風,微風
1981,lt2017032413,龍潭,2017,3,24,13,24,0.5,2,18,78,50,21,0,56,4,北,西北,微風,微風
1982,lt2017032414,龍潭,2017,3,24,14,24,0.48,1,15,75,0,0,0,56,3,北,西北,緩風,微風
1983,lt2017032415,龍潭,2017,3,24,15,22,0.43,1,14,62,56,21,0,63,3,西北,西北,微風,微風
1984,lt2017032416,龍潭,2017,3,24,16,21,0.47,1,15,59,57,25,0,67,2,西北,西北,微風,微風
1985,lt2017032417,龍潭,2017,3,24,17,20,0.51,1,17,55,50,19,0,69,2,西北,西北,微風,微風
1986,lt2017032418,龍潭,2017,3,24,18,20,0.6,0,21,48,45,19,0,72,2,西北,西南,微風,微風
1987,lt2017032419,龍潭,2017,3,24,19,20,0.76,1,29,35,51,20,0,74,2,西北,西南,微風,微風
1988,lt2017032420,龍潭,2017,3,24,20,19,0.72,1,37,23,55,20,0,77,3,西南,西南,微風,微風
1989,lt2017032421,龍潭,2017,3,24,21,19,0.67,1,30,24,60,26,0,80,3,西南,西南,微風,微風
1990,lt2017032422,龍潭,2017,3,24,22,18,0.63,1,25,25,56,20,0,81,2,西南,南,微風,微風
1991,lt2017032423,龍潭,2017,3,24,23,18,0.58,1,27,17,59,26,0,83,3,西南,西南,微風,微風
1992,lt2017032500,龍潭,2017,3,25,0,18,0.56,1,23,21,58,24,0,83,2,西南,西南,微風,微風
1993,lt2017032501,龍潭,2017,3,25,1,18,0.41,0,12,35,55,32,0,84,2,西南,西南,微風,微風
1994,lt2017032502,龍潭,2017,3,25,2,18,0.33,0,8,45,54,24,0,88,2,西北,西北,微風,微風
1995,lt2017032503,龍潭,2017,3,25,3,17,0.28,1,6,51,49,17,3,90,1,北,北,微風,微風
1996,lt2017032504,龍潭,2017,3,25,4,17,0.27,1,7,51,37,7,2,91,1,東北,東北,微風,微風
1997,lt2017032505,龍潭,2017,3,25,5,16,0.27,1,9,50,30,9,1,91,1,東北,東北,微風,微風
1998,lt2017032506,龍潭,2017,3,25,6,16,0.3,1,11,47,28,7,1,91,1,東北,東北,微風,微風
1999,lt2017032507,龍潭,2017,3,25,7,15,0.39,1,14,44,29,7,0,91,1,東北,東北,微風,微風
2000,lt2017032508,龍潭,2017,3,25,8,15,0.49,2,18,39,33,6,0,91,1,東北,東北,微風,微風
2001,lt2017032509,龍潭,2017,3,25,9,15,0.53,3,25,34,32,8,3,90,2,東北,東北,微風,微風
2002,lt2017032510,龍潭,2017,3,25,10,15,0.47,3,22,39,35,9,1,91,1,東北,東北,微風,微風
2003,lt2017032511,龍潭,2017,3,25,11,15,0.47,2,20,41,22,8,1,90,1,東北,東北,微風,微風
2004,lt2017032512,龍潭,2017,3,25,12,15,0.45,2,18,44,23,7,1,90,1,東北,東北,微風,微風
2005,lt2017032513,龍潭,2017,3,25,13,15,0.4,2,16,44,19,10,0,89,1,東北,東北,緩風,微風
2006,lt2017032514,龍潭,2017,3,25,14,14,0.4,1,14,45,23,15,1,91,1,東北,東北,微風,微風
2007,lt2017032515,龍潭,2017,3,25,15,14,0.4,1,12,44,20,15,1,91,1,東北,東北,緩風,緩風
2008,lt2017032516,龍潭,2017,3,25,16,13,0.44,1,14,42,23,11,1,91,1,東北,東北,緩風,微風
2009,lt2017032517,龍潭,2017,3,25,17,13,0.44,1,13,44,25,7,0,90,1,東北,東北,緩風,緩風
2010,lt2017032518,龍潭,2017,3,25,18,13,0.46,1,14,44,28,13,0,91,1,東北,東北,緩風,微風
2011,lt2017032519,龍潭,2017,3,25,19,13,0.44,1,13,42,30,14,2,91,1,東北,東北,微風,微風
2012,lt2017032520,龍潭,2017,3,25,20,13,0.48,1,17,36,33,17,3,92,1,東北,東北,緩風,微風
2013,lt2017032521,龍潭,2017,3,25,21,12,0.4,1,13,42,35,11,3,92,1,東北,東北,緩風,緩風
2014,lt2017032522,龍潭,2017,3,25,22,12,0.39,1,11,45,32,10,4,92,1,東北,東北,微風,微風
2015,lt2017032523,龍潭,2017,3,25,23,12,0.38,1,11,45,25,4,1,92,2,東北,東北,緩風,緩風
2016,lt2017032600,龍潭,2017,3,26,0,12,0.34,1,9,46,21,7,3,92,2,東北,東北,緩風,緩風
2017,lt2017032601,龍潭,2017,3,26,1,12,0.3,1,7,49,16,7,2,92,1,東北,東北,緩風,緩風
2018,lt2017032602,龍潭,2017,3,26,2,12,0.3,1,5,51,21,12,6,92,1,東北,東北,緩風,緩風
2019,lt2017032603,龍潭,2017,3,26,3,11,0.33,1,8,49,27,12,3,92,1,東北,東北,緩風,緩風
2020,lt2017032604,龍潭,2017,3,26,4,11,0.32,1,5,52,34,19,5,92,1,東,東,緩風,緩風
2021,lt2017032605,龍潭,2017,3,26,5,11,0.35,1,5,54,42,17,0,91,1,東,東,緩風,緩風
2022,lt2017032606,龍潭,2017,3,26,6,11,0.4,1,9,50,49,25,0,87,2,東北,東北,緩風,緩風
2023,lt2017032607,龍潭,2017,3,26,7,12,0.45,1,14,44,63,29,0,83,3,東北,東北,緩風,緩風
2024,lt2017032608,龍潭,2017,3,26,8,12,0.48,2,15,45,71,37,0,84,3,東,東北,緩風,緩風
2025,lt2017032609,龍潭,2017,3,26,9,13,0.5,2,15,45,80,39,0,78,3,東北,東北,緩風,緩風
2026,lt2017032610,龍潭,2017,3,26,10,13,0.57,2,19,40,77,40,0,77,2,東北,東北,緩風,緩風
2027,lt2017032611,龍潭,2017,3,26,11,13,0.62,3,23,36,81,39,0,79,3,東北,東,微風,微風
2028,lt2017032612,龍潭,2017,3,26,12,13,0.62,4,25,35,85,39,0,82,3,東,東北,緩風,微風
2029,lt2017032613,龍潭,2017,3,26,13,13,0.52,2,17,42,91,38,0,81,3,東北,東北,緩風,緩風
2030,lt2017032614,龍潭,2017,3,26,14,13,0.5,2,17,43,92,42,0,79,3,東北,東,緩風,緩風
2031,lt2017032615,龍潭,2017,3,26,15,13,0.5,2,17,41,82,43,0,78,3,東北,東北,緩風,緩風
2032,lt2017032616,龍潭,2017,3,26,16,13,0.49,2,15,44,83,50,0,73,4,東,東,緩風,緩風
2033,lt2017032617,龍潭,2017,3,26,17,13,0.5,1,16,43,87,48,0,71,3,東北,東北,緩風,緩風
2034,lt2017032618,龍潭,2017,3,26,18,13,0.52,1,17,43,94,43,0,70,2,東北,東,緩風,緩風
2035,lt2017032619,龍潭,2017,3,26,19,13,0.5,1,15,42,99,47,0,69,2,東北,東北,微風,緩風
2036,lt2017032620,龍潭,2017,3,26,20,13,0.53,1,19,36,95,42,0,65,2,東北,東北,微風,微風
